,score_S,score_G2M,Cell Type,Predicted Cell Type for Custom Sparse Model,Predicted Cell Type for Custom Sparse Model (GBM data),Predicted Cell Type,Predicted Cell Type for Custom Sparse Model (GBM data) 
4221,0.417053091780685,0.128415994746949,Malignant,Malignant,Malignant,Malignant,Malignant
4222,-0.0794886699252585,-0.0933762242038071,Malignant,Malignant,Malignant,Malignant,Malignant
4223,-0.0918508809423826,-0.15376791132391,Malignant,Malignant,Malignant,Malignant,Malignant
4224,-0.14774947685632,-0.0670373678377454,Malignant,Malignant,Malignant,Malignant,Malignant
4225,-0.0904625965915577,-0.12892775503059,Malignant,Malignant,Malignant,Malignant,Malignant
4226,0.0101486076509927,0.895284233800274,Malignant,Malignant,Malignant,Malignant,Malignant
4227,-0.0269978294569188,-0.177102577217416,Malignant,Malignant,Malignant,Malignant,Malignant
4228,-0.121606776126773,-0.136716902001882,Malignant,Malignant,Malignant,Malignant,Malignant
4229,-0.204025840108315,-0.164988424285571,Malignant,Malignant,Malignant,Malignant,Malignant
4230,-0.192857323859603,-0.11564890719246,Malignant,Malignant,Malignant,Malignant,Malignant
4231,-0.132611396779874,-0.0937695378540161,Malignant,Malignant,Malignant,Malignant,Malignant
4232,-0.123129777637684,-0.161587053456957,Malignant,Malignant,Malignant,Malignant,Malignant
4233,-0.110065123086032,-0.0697098650444578,Malignant,Malignant,Malignant,Malignant,Malignant
4234,-0.169703173762247,-0.131041639055563,Malignant,Malignant,Malignant,Malignant,Malignant
4235,0.363669000186362,0.092933615377414,Malignant,Malignant,Malignant,Malignant,Malignant
4236,-0.277046148485178,-0.174995233872489,Malignant,Malignant,Malignant,Malignant,Malignant
4237,-0.169032079795523,-0.140905985493289,Malignant,Malignant,Malignant,Malignant,Malignant
4238,-0.166695660004967,-0.179899751909815,Malignant,Malignant,Malignant,Malignant,Malignant
4239,-0.0774607112483633,-0.148562770450625,Malignant,Malignant,Malignant,Malignant,Malignant
4240,-0.139513827586898,-0.0846880920463784,Malignant,Malignant,Malignant,Malignant,Malignant
4241,-0.0716951212326041,-0.120157721590629,Malignant,Malignant,Malignant,Malignant,Malignant
4242,-0.168180273216367,-0.151532363345911,Malignant,Malignant,Malignant,Malignant,Malignant
4243,-0.135534540959837,-0.193158750606253,Malignant,Malignant,Malignant,Malignant,Malignant
4244,-0.0164892139906515,-0.124588504412487,Malignant,Malignant,Malignant,Malignant,Malignant
4245,-0.153459296400392,-0.0806686768766181,Malignant,Malignant,Malignant,Malignant,Malignant
4246,-0.151391962348092,-0.188039841041024,Malignant,Malignant,Malignant,Malignant,Malignant
4247,-0.0308744842924633,-0.0788121354080534,Malignant,Malignant,Malignant,Malignant,Malignant
4248,-0.175733024058185,-0.166000971742087,Malignant,Malignant,Malignant,Malignant,Malignant
4249,-0.145542215268641,-0.138663986820861,Malignant,Malignant,Malignant,Malignant,Malignant
4250,-0.124094338898423,0.0017053761782238,Malignant,Malignant,Malignant,Malignant,Malignant
4251,-0.148269972867434,-0.179685670288297,Malignant,Malignant,Malignant,Malignant,Malignant
4252,-0.23254368627083,-0.0949470830533798,Malignant,Malignant,Malignant,Malignant,Malignant
4253,-0.126905807036815,-0.0748221177610402,Malignant,Malignant,Malignant,Malignant,Malignant
4254,-0.0782776963361858,-0.0812933733382208,Malignant,Malignant,Malignant,Malignant,Malignant
4255,-0.0746638035498915,-0.145265001774668,Malignant,Malignant,Malignant,Malignant,Malignant
4256,-0.187088254751269,-0.178716249483844,Malignant,Malignant,Malignant,Malignant,Malignant
4257,-0.215017295344385,-0.195247031587709,Malignant,Malignant,Malignant,Malignant,Malignant
4258,-0.201625019609607,-0.165756630967523,Malignant,Malignant,Malignant,Malignant,Malignant
4259,-0.113446464615305,-0.0534398996568679,Malignant,Malignant,Malignant,Malignant,Malignant
4260,-0.0728448517779208,-0.124572371248933,Malignant,Malignant,Malignant,Malignant,Malignant
4261,-0.154386100302719,-0.0796397476952224,Malignant,Malignant,Malignant,Malignant,Malignant
4262,-0.127570869201309,-0.085137734531988,Malignant,Malignant,Malignant,Malignant,Malignant
4263,-0.0851464660857533,-0.19644344774013,Malignant,Malignant,Malignant,Malignant,Malignant
4264,-0.112969132817515,-0.1846567147449,Malignant,Malignant,Malignant,Malignant,Malignant
4265,-0.264711898872497,-0.137342157143419,Malignant,Malignant,Malignant,Malignant,Malignant
4266,-0.126026910079859,-0.145896138129959,Malignant,Malignant,Malignant,Malignant,Malignant
4267,-0.247474374794523,-0.17221311399142,Malignant,Malignant,Malignant,Malignant,Malignant
4268,-0.0160746490503457,-0.206540844303663,Malignant,Malignant,Malignant,Malignant,Malignant
4269,-0.234444246285223,-0.147401167704373,Malignant,Malignant,Malignant,Malignant,Malignant
4270,-0.0191672383403982,-0.100358595930804,Malignant,Malignant,Malignant,Malignant,Malignant
4271,-0.195738133070285,-0.181449695468857,Malignant,Malignant,Malignant,Malignant,Malignant
4272,-0.205292849708452,-0.240745526939787,Malignant,Malignant,Malignant,Malignant,Malignant
4273,-0.0995665898606554,-0.0003637610071577,Malignant,Malignant,Malignant,Malignant,Malignant
4274,-0.173882008357461,-0.182038717926415,Malignant,Malignant,Malignant,Malignant,Malignant
4275,-0.21426830884588,-0.149611642671851,Malignant,Malignant,Malignant,Malignant,Malignant
4276,-0.155288370410934,-0.211400052630665,Malignant,Malignant,Malignant,Malignant,Malignant
4277,-0.052091362960197,-0.107808684008707,Malignant,Malignant,Malignant,Malignant,Malignant
4278,-0.129266245543898,-0.167313062006725,Malignant,Malignant,Malignant,Malignant,Malignant
4279,-0.073629466642592,-0.0953138607102733,Malignant,Malignant,Malignant,Malignant,Malignant
4280,-0.209209574331394,-0.116648932502887,Malignant,Malignant,Malignant,Malignant,Malignant
4281,-0.12730926185519,-0.154499771587757,Malignant,Malignant,Malignant,Malignant,Malignant
4282,-0.192237902440273,-0.151303872865334,Malignant,Malignant,Malignant,Malignant,Malignant
4283,-0.192840490790238,-0.181013184508755,Malignant,Malignant,Malignant,Malignant,Malignant
4284,-0.073484316561962,-0.198516122525724,Malignant,Malignant,Malignant,Malignant,Malignant
4285,-0.220841152763803,-0.209597029400731,Malignant,Malignant,Malignant,Malignant,Malignant
4286,-0.0894027681763484,-0.171509603716753,Malignant,Malignant,Malignant,Malignant,Malignant
4287,-0.0834156564638223,-0.158105411721732,Malignant,Malignant,Malignant,Malignant,Malignant
4288,0.118896057171771,-0.153489772881418,Malignant,Malignant,Malignant,Malignant,Malignant
4289,-0.0680907271999414,-0.0621108707046051,Malignant,Malignant,Malignant,Malignant,Malignant
4290,-0.214602961464241,-0.0926177751843491,Malignant,Malignant,Malignant,Malignant,Malignant
4291,-0.161791155107435,-0.153677599517891,Malignant,Malignant,Malignant,Malignant,Malignant
4292,-0.210751997544341,-0.192232075493118,Malignant,Malignant,Malignant,Malignant,Malignant
4293,-0.211168921084775,-0.150669594848773,Malignant,Malignant,Malignant,Malignant,Malignant
4294,-0.079083485702478,-0.17850772569096,Malignant,Malignant,Malignant,Malignant,Malignant
4295,-0.200009603802375,-0.133062444440099,Malignant,Malignant,Malignant,Malignant,Malignant
4296,-0.149984548842786,-0.221686305650531,Malignant,Malignant,Malignant,Malignant,Malignant
4297,-0.176059371482873,-0.114637016711354,Malignant,Malignant,Malignant,Malignant,Malignant
4298,-0.145693576942239,-0.191641273089317,Malignant,Malignant,Malignant,Malignant,Malignant
4299,-0.164352675956906,0.0157061691711628,Malignant,Malignant,Malignant,Malignant,Malignant
4300,-0.164786323262232,-0.136080218233592,Malignant,Malignant,Malignant,Malignant,Malignant
4301,0.702776903244476,0.1450845437518,Malignant,Malignant,Malignant,Malignant,Malignant
4302,-0.0794651565030164,0.42843094826318,Malignant,Malignant,Malignant,Malignant,Malignant
4303,0.0812978999140792,-0.179542473486138,Malignant,Malignant,Malignant,Malignant,Malignant
4304,-0.172331103200237,-0.163892650633258,Malignant,Malignant,Malignant,Malignant,Malignant
4305,0.726664094084955,0.523112292571984,Malignant,Malignant,Malignant,Malignant,Malignant
4306,0.613616023983641,0.265660680415176,Malignant,Malignant,Malignant,Malignant,Malignant
4307,-0.0690325549950328,-0.133399166647326,Malignant,Malignant,Malignant,Malignant,Malignant
4308,0.359344285675901,0.661222896528262,Malignant,Malignant,Malignant,Malignant,Malignant
4309,0.192605296621416,-0.0649158277514079,Malignant,Malignant,Malignant,Malignant,Malignant
4310,0.528318576756817,0.214071835910479,Malignant,Malignant,Malignant,Malignant,Malignant
4311,-0.148242177079366,-0.141500609167311,Malignant,Malignant,Malignant,Malignant,Malignant
4312,-0.147165755759095,-0.0782098758676869,Malignant,Malignant,Malignant,Malignant,Malignant
4313,0.568642251416712,0.577282091376461,Malignant,Malignant,Malignant,Malignant,Malignant
4314,0.267611937008399,0.584573827276967,Malignant,Malignant,Malignant,Malignant,Malignant
4315,-0.205268872399601,-0.128382466951285,Malignant,Malignant,Malignant,Malignant,Malignant
4316,-0.197591197602164,-0.0792752795646556,Malignant,Malignant,Malignant,Malignant,Malignant
4317,-0.0693978889189541,-0.0480266929708285,Malignant,Malignant,Malignant,Malignant,Malignant
4318,-0.16274842968326,-0.106468828768099,Malignant,Malignant,Malignant,Malignant,Malignant
4319,0.503929723109881,0.0918596943362903,Malignant,Malignant,Malignant,Malignant,Malignant
4320,0.622475677483199,0.435554219552887,Malignant,Malignant,Malignant,Malignant,Malignant
4321,-0.208505768482323,-0.0414621028366378,Malignant,Malignant,Malignant,Malignant,Malignant
4322,0.0311698017866277,-0.136742664940492,Malignant,Malignant,Malignant,Malignant,Malignant
4323,-0.0118409589929205,-0.0405767403051507,Malignant,Malignant,Malignant,Malignant,Malignant
4324,-0.191035784046976,-0.0899014466694977,Malignant,Malignant,Malignant,Malignant,Malignant
4325,-0.0099299195754382,-0.0972227968525099,Malignant,Malignant,Malignant,Malignant,Malignant
4326,-0.05666872632537,-0.114566071627414,Malignant,Malignant,Malignant,Malignant,Malignant
4327,-0.179695540999082,-0.0775422874486432,Malignant,Malignant,Malignant,Malignant,Malignant
4328,0.556851042121904,0.454928034384338,Malignant,Malignant,Malignant,Malignant,Malignant
4329,-0.0805807702257131,-0.244947295216752,Malignant,Malignant,Malignant,Malignant,Malignant
4330,-0.0845464338334999,-0.156932769008058,Malignant,Malignant,Malignant,Malignant,Malignant
4331,0.0207626124426152,-0.07606416761876,Malignant,Malignant,Malignant,Malignant,Malignant
4332,0.192111950987805,-0.0257040335351877,Malignant,Malignant,Malignant,Malignant,Malignant
4333,-0.0475625732885163,-0.0350305300832478,Malignant,Malignant,Malignant,Malignant,Malignant
4334,-0.0934565383020184,-0.110328382093819,Malignant,Malignant,Malignant,Malignant,Malignant
4335,0.335415706443425,-0.0539812289528804,Malignant,Malignant,Malignant,Malignant,Malignant
4336,0.439706919630094,0.00484158652077,Malignant,Malignant,Malignant,Malignant,Malignant
4337,-0.102038576881936,-0.0774742488223973,Malignant,Malignant,Malignant,Malignant,Malignant
4338,-0.107610108467286,-0.165265728415951,Malignant,Malignant,Malignant,Malignant,Malignant
4339,-0.148232217361625,0.0021838185300751,Malignant,Malignant,Malignant,Malignant,Malignant
4340,0.852863394761485,0.277280367458848,Malignant,Malignant,Malignant,Malignant,Malignant
4341,-0.0749222445532589,-0.122603997285969,Malignant,Malignant,Malignant,Malignant,Malignant
4342,-0.100318672167856,-0.112180880092825,Malignant,Malignant,Malignant,Malignant,Malignant
4343,0.159678816976706,-0.0043895835333799,Malignant,Malignant,Malignant,Malignant,Malignant
4344,0.759517867117537,0.0792379679295408,Malignant,Malignant,Malignant,Malignant,Malignant
4345,-0.0840641067613747,-0.0939078814839115,Oligodendrocyte,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes
4346,-0.115330710036825,-0.102522248119976,Malignant,Malignant,Malignant,Malignant,Malignant
4347,-0.14435480695405,-0.0187494889674405,Malignant,Malignant,Malignant,Malignant,Malignant
4348,0.13902583276813,0.304306070707403,Malignant,Malignant,Malignant,Malignant,Malignant
4349,-0.0720597381915392,-0.112873007040815,Malignant,Malignant,Malignant,Malignant,Malignant
4350,0.0107042810659762,0.0770813399940944,Malignant,Malignant,Malignant,Malignant,Malignant
4351,-0.173931240039127,-0.110566617056854,Malignant,Malignant,Malignant,Malignant,Malignant
4352,-0.0596906464573643,-0.102723489789265,Malignant,Malignant,Malignant,Malignant,Malignant
4353,-0.0795708717106131,-0.0422162425254979,Malignant,Malignant,Malignant,Malignant,Malignant
4354,-0.112917272392369,-0.121257307871183,Malignant,Malignant,Malignant,Malignant,Malignant
4355,-0.245576309524509,-0.169745479152091,Malignant,Malignant,Malignant,Malignant,Malignant
4356,-0.132735119646552,-0.138441937026635,Malignant,Malignant,Malignant,Malignant,Malignant
4357,0.0118132960905252,-0.0388088739596931,Malignant,Malignant,Malignant,Malignant,Malignant
4358,-0.0606927739220959,-0.0405461464284876,Malignant,Malignant,Malignant,Malignant,Malignant
4359,-0.253078640522849,-0.136091606689096,Malignant,Malignant,Malignant,Malignant,Malignant
4360,0.674217377752085,0.566992638814146,Malignant,Malignant,Malignant,Malignant,Malignant
4361,0.160921448826778,-0.100818626060744,Malignant,Malignant,Malignant,Malignant,Malignant
4362,-0.0853756213303523,0.0006052969353493,Malignant,Malignant,Malignant,Malignant,Malignant
4363,-0.0164345777510716,-0.157162748652371,Malignant,Malignant,Malignant,Malignant,Malignant
4364,-0.0884947257325382,-0.0157340623384369,Malignant,Malignant,Malignant,Malignant,Malignant
4365,-0.153742714391392,-0.102405322118649,Malignant,Malignant,Malignant,Malignant,Malignant
4366,-0.213394675612069,-0.0788062717120578,Malignant,Malignant,Malignant,Malignant,Malignant
4367,-0.176694779338614,-0.148789102193553,Malignant,Malignant,Malignant,Malignant,Malignant
4368,-0.171913522497527,-0.112632644394322,Malignant,Malignant,Malignant,Malignant,Malignant
4369,0.513106293788471,0.527820921784208,Malignant,Malignant,Malignant,Malignant,Malignant
4370,-0.162411853579334,-0.157672614144134,Malignant,Malignant,Malignant,Malignant,Malignant
4371,-0.0640846056225391,0.0143042036672255,Malignant,Malignant,Malignant,Malignant,Malignant
4372,0.0150190592975886,-0.166302798299577,Malignant,Malignant,Malignant,Malignant,Malignant
4373,-0.218943838543681,-0.0965196614324826,Malignant,Malignant,Malignant,Malignant,Malignant
4374,-0.099729269617152,-0.0476328407523658,Malignant,Malignant,Malignant,Malignant,Malignant
4375,-0.198919585486536,-0.12730014488805,Malignant,Malignant,Malignant,Malignant,Malignant
4376,0.696789508797616,0.540084909398193,Malignant,Malignant,Malignant,Malignant,Malignant
4377,0.0512043243335719,0.895578392661667,Malignant,Malignant,Malignant,Malignant,Malignant
4378,-0.0637637575255688,-0.146236330703024,Malignant,Malignant,Malignant,Malignant,Malignant
4379,-0.0594313137750412,-0.0827057247518675,Malignant,Malignant,Malignant,Malignant,Malignant
4380,0.0566962493284738,0.844644321259765,Malignant,Malignant,Malignant,Malignant,Malignant
4381,-0.119303317187759,-0.181758872193815,Malignant,Malignant,Malignant,Malignant,Malignant
4382,0.627631227625816,0.244469003562844,Malignant,Malignant,Malignant,Malignant,Malignant
4383,-0.0255039167049826,0.901505898605409,Malignant,Malignant,Malignant,Malignant,Malignant
4384,0.795023910013368,0.203122104276592,Malignant,Malignant,Malignant,Malignant,Malignant
4385,0.273031483359587,1.04398253958459,Malignant,Malignant,Malignant,Malignant,Malignant
4386,-0.187606574074879,-0.0994669559747947,Malignant,Malignant,Malignant,Malignant,Malignant
4387,-0.147278083144115,-0.187852798118892,Malignant,Malignant,Malignant,Malignant,Malignant
4388,-0.179620837365303,-0.0962187886088355,Malignant,Malignant,Malignant,Malignant,Malignant
4389,-0.107115145664514,-0.077813418231605,Malignant,Malignant,Malignant,Malignant,Malignant
4390,-0.193618665106737,-0.129577083506887,Malignant,Malignant,Malignant,Malignant,Malignant
4391,0.287932570850306,-0.042391232220379,Malignant,Malignant,Malignant,Malignant,Malignant
4392,0.64378589337906,0.0577213954744035,Malignant,Malignant,Malignant,Malignant,Malignant
4393,0.779696139338223,0.378955234685617,Malignant,Malignant,Malignant,Malignant,Malignant
4394,-0.0935743070673178,-0.0894137124429327,Malignant,Malignant,Malignant,Malignant,Malignant
4395,-0.0746896244918305,-0.103482728386526,Malignant,Malignant,Malignant,Malignant,Malignant
4396,-0.107483321858758,-0.03210307931284,Malignant,Malignant,Malignant,Malignant,Malignant
4397,-0.0196196799313574,-0.0903529666320688,Malignant,Malignant,Malignant,Malignant,Malignant
4398,0.18554132420403,0.901580142631443,Malignant,Malignant,Malignant,Malignant,Malignant
4399,0.284210710410812,0.591818001438515,Malignant,Malignant,Malignant,Malignant,Malignant
4400,0.0839979636739701,-0.0472277278974011,Malignant,Malignant,Malignant,Malignant,Malignant
4401,-0.0334530242258812,-0.155921785251451,Malignant,Malignant,Malignant,Malignant,Malignant
4402,-0.177542198360324,-0.107895875187877,Malignant,Malignant,Malignant,Malignant,Malignant
4403,0.450904584206029,0.74377683413966,Malignant,Malignant,Malignant,Malignant,Malignant
4404,0.407245343372211,0.0982096873158595,Malignant,Malignant,Malignant,Malignant,Malignant
4405,-0.0726125090779033,-0.0450911327810759,Malignant,Malignant,Malignant,Malignant,Malignant
4406,-0.0414948890140757,0.0597463897763449,Malignant,Malignant,Malignant,Malignant,Malignant
4407,0.757454864659388,0.297784502927,Malignant,Malignant,Malignant,Malignant,Malignant
4408,-0.200599311791888,-0.0777984459773642,Malignant,Malignant,Malignant,Malignant,Malignant
4409,0.53363082849352,0.829113550527077,Malignant,Malignant,Malignant,Malignant,Malignant
4410,-0.0717774673746979,-0.240206060886421,Malignant,Malignant,Malignant,Malignant,Malignant
4411,0.793149937581673,0.485014217890554,Malignant,Malignant,Malignant,Malignant,Malignant
4412,-0.0636287559097484,-0.225160379729582,Malignant,Malignant,Malignant,Malignant,Malignant
4413,-0.207370378370811,-0.107671061485602,Malignant,Malignant,Malignant,Malignant,Malignant
4414,-0.108652975400252,0.0464478877772957,Malignant,Malignant,Malignant,Malignant,Malignant
4415,-0.135590030036038,-0.0855194123620493,Malignant,Malignant,Malignant,Malignant,Malignant
4416,0.700149556053125,0.374251590806058,Malignant,Malignant,Malignant,Malignant,Malignant
4417,0.381581427291263,0.541555116658351,Malignant,Malignant,Malignant,Malignant,Malignant
4418,-0.114846487272452,-0.147269638547537,Malignant,Malignant,Malignant,Malignant,Malignant
4419,0.575929368918886,0.0626904693137333,Malignant,Malignant,Malignant,Malignant,Malignant
4420,-0.120368738559647,-0.120051748453765,Malignant,Malignant,Malignant,Malignant,Malignant
4421,0.0673122017627625,-0.0385031981735813,Malignant,Malignant,Malignant,Malignant,Malignant
4422,-0.211895571711988,-0.134548515250514,Malignant,Malignant,Malignant,Malignant,Malignant
4423,0.0005666542678325,0.0348495671749702,Malignant,Malignant,Malignant,Malignant,Malignant
4424,0.872767982854804,0.393498823839849,Malignant,Malignant,Malignant,Malignant,Malignant
4425,0.485308678593558,0.233815518047516,Malignant,Malignant,Malignant,Malignant,Malignant
4426,-0.0994285006540891,-0.119876697665505,Malignant,Malignant,Malignant,Malignant,Malignant
4427,-0.151565100193092,-0.0900568049390978,Malignant,Malignant,Malignant,Malignant,Malignant
4428,0.786653198192732,0.272038566963783,Malignant,Malignant,Malignant,Malignant,Malignant
4429,-0.0393193502874191,-0.0647235415238864,Malignant,Malignant,Malignant,Malignant,Malignant
4430,0.44756753786965,0.710507454097461,Malignant,Malignant,Malignant,Malignant,Malignant
4431,0.13108670026829,-0.14778966836442,Malignant,Malignant,Malignant,Malignant,Malignant
4432,-0.0315935497171573,-0.154209191773524,Malignant,Malignant,Malignant,Malignant,Malignant
4433,-0.109669457235463,-0.123748695397712,Malignant,Malignant,Malignant,Malignant,Malignant
4434,-0.0771808298358773,-0.0992026851726003,Malignant,Malignant,Malignant,Malignant,Malignant
4435,-0.194777704126321,-0.0975877009579858,Malignant,Malignant,Malignant,Malignant,Malignant
4436,-0.122721768157911,-0.150500332034847,Malignant,Malignant,Malignant,Malignant,Malignant
4437,0.728961585192737,0.2211809117508,Malignant,Malignant,Malignant,Malignant,Malignant
4438,-0.0716725405790581,-0.0808024710519098,Malignant,Malignant,Malignant,Malignant,Malignant
4439,-0.194253573121275,-0.0989938418649364,Malignant,Malignant,Malignant,Malignant,Malignant
4440,-0.170078471338965,-0.139535521737198,Malignant,Malignant,Malignant,Malignant,Malignant
4441,0.527137976898442,0.623287571322464,Malignant,Malignant,Malignant,Malignant,Malignant
4442,-0.167529831303085,-0.0992309714762216,Malignant,Malignant,Malignant,Malignant,Malignant
4443,-0.081501201761315,-0.106042086875657,Malignant,Malignant,Malignant,Malignant,Malignant
4444,-0.0149659092865278,0.379776476970464,Malignant,Malignant,Malignant,Malignant,Malignant
4445,-0.0942358037290228,-0.0386453907723559,Malignant,Malignant,Malignant,Malignant,Malignant
4446,-0.169863624344384,-0.123778963731126,Malignant,Malignant,Malignant,Malignant,Malignant
4447,-0.220693530518394,-0.0589670893039,Malignant,Malignant,Malignant,Malignant,Malignant
4448,-0.0435602694643988,0.637806013073753,Malignant,Malignant,Malignant,Malignant,Malignant
4449,-0.0919412196762217,-0.038454979834634,Malignant,Malignant,Malignant,Malignant,Malignant
4450,0.355076438281792,0.484764359849811,Malignant,Malignant,Malignant,Malignant,Malignant
4451,0.182733755214298,0.674677551328934,Malignant,Malignant,Malignant,Malignant,Malignant
4452,-0.152589235549567,-0.21533746802892,Malignant,Malignant,Malignant,Malignant,Malignant
4453,0.758490054466383,0.320414484665729,Malignant,Malignant,Malignant,Malignant,Malignant
4454,-0.135700801053414,-0.12067610017383,Malignant,Malignant,Malignant,Malignant,Malignant
4455,0.746672933374261,0.194441163446075,Malignant,Malignant,Malignant,Malignant,Malignant
4456,0.427660449457641,0.0921256530481221,Malignant,Malignant,Malignant,Malignant,Malignant
4457,0.560961103931824,0.712893250966873,Malignant,Malignant,Malignant,Malignant,Malignant
4458,0.556874442797366,0.692163012854258,Malignant,Malignant,Malignant,Malignant,Malignant
4459,-0.184762679298502,-0.0988045085309369,Malignant,Malignant,Malignant,Malignant,Malignant
4460,-0.0307636554415958,-0.0010307656563149,Malignant,Malignant,Malignant,Malignant,Malignant
4461,-0.108654319936019,-0.179750177607159,Malignant,Malignant,Malignant,Malignant,Malignant
4462,-0.0100851692756497,-0.104982823366266,Malignant,Malignant,Malignant,Malignant,Malignant
4463,-0.14193173661593,-0.198334560609816,Malignant,Malignant,Malignant,Malignant,Malignant
4464,-0.0133938369044019,-0.0829980843448903,Malignant,Malignant,Malignant,Malignant,Malignant
4465,0.0323111906052349,0.0024292138835211,Malignant,Malignant,Malignant,Malignant,Malignant
4466,0.102277330956765,-0.110027650076081,Malignant,Malignant,Malignant,Malignant,Malignant
4467,0.108989609455903,-0.166483222002983,Malignant,Malignant,Malignant,Malignant,Malignant
4468,-0.362046394636476,-0.184923665098673,Malignant,Malignant,Malignant,Malignant,Malignant
4469,-0.0845814670731918,-0.0732007644924659,Malignant,Malignant,Malignant,Malignant,Malignant
4470,-0.133349839041207,-0.154434827458985,Malignant,Malignant,Malignant,Malignant,Malignant
4471,-0.0300376308302671,0.0501905421147129,Malignant,Malignant,Malignant,Malignant,Malignant
4472,-0.208479974257259,-0.0626194695731758,Malignant,Malignant,Malignant,Malignant,Malignant
4473,-0.125145872641718,-0.0407866775176114,Malignant,Malignant,Malignant,Malignant,Malignant
4474,-0.0513840351743221,-0.155851277501199,Malignant,Malignant,Malignant,Malignant,Malignant
4475,0.28817061533184,-0.0152514283789571,Malignant,Malignant,Malignant,Malignant,Malignant
4476,0.167494935624714,1.05180118067139,Malignant,Malignant,Malignant,Malignant,Malignant
4477,0.405968305508914,0.30613817104127,Malignant,Malignant,Malignant,Malignant,Malignant
4478,0.332420772934902,-0.110355354328266,Malignant,Malignant,Malignant,Malignant,Malignant
4479,-0.228832366708083,-0.0913680595997304,Malignant,Malignant,Malignant,Malignant,Malignant
4480,0.0594497662647777,0.142738520871932,Malignant,Malignant,Malignant,Malignant,Malignant
4481,-0.138665740913546,-0.100487424157474,Malignant,Malignant,Malignant,Malignant,Malignant
4482,0.123642906732938,0.0867971742865472,Malignant,Malignant,Malignant,Malignant,Malignant
4483,0.165571744334916,-0.0712707211997294,Malignant,Malignant,Malignant,Malignant,Malignant
4484,-0.110228015776116,-0.124286637909379,Malignant,Malignant,Malignant,Malignant,Malignant
4485,0.691616015166018,0.205971450932492,Malignant,Malignant,Malignant,Malignant,Malignant
4486,0.117183233578192,-0.12673623372266,Malignant,Malignant,Malignant,Malignant,Malignant
4487,-0.173504947941315,-0.067747891595085,Malignant,Malignant,Malignant,Malignant,Malignant
4488,-0.100920854627362,-0.0279862189382192,Malignant,Malignant,Malignant,Malignant,Malignant
4489,-0.0587918739838657,-0.082759346559203,Malignant,Malignant,Malignant,Malignant,Malignant
4490,-0.179026776203348,-0.0568909545544291,Malignant,Malignant,Malignant,Malignant,Malignant
4491,-0.090377277425457,0.235805446200576,Malignant,Malignant,Malignant,Malignant,Malignant
4492,-0.0824670714925521,-0.185694606809135,Malignant,Malignant,Malignant,Malignant,Malignant
4493,0.346765662800834,0.277808577684814,Malignant,Malignant,Malignant,Malignant,Malignant
4494,-0.0582384531556589,-0.0614961554921011,Malignant,Malignant,Malignant,Malignant,Malignant
4495,-0.0948027518669384,0.432832780054015,Malignant,Malignant,Malignant,Malignant,Malignant
4496,-0.0106916943931025,-0.109726443042715,Malignant,Malignant,Malignant,Malignant,Malignant
4497,0.115510650594589,0.0169916840326721,Malignant,Malignant,Malignant,Malignant,Malignant
4498,-0.189271759968805,-0.0453538047107469,Malignant,Malignant,Malignant,Malignant,Malignant
4499,0.0102603323506146,0.482797572695293,Malignant,Malignant,Malignant,Malignant,Malignant
4500,-0.230514776136256,-0.0692831123449571,Malignant,Malignant,Malignant,Malignant,Malignant
4501,0.0500696974080596,-0.149466204446363,Malignant,Malignant,Malignant,Malignant,Malignant
4502,-0.169330526696228,-0.134689961840609,Malignant,Malignant,Malignant,Malignant,Malignant
4503,-0.128774272796837,-0.206283670623171,Malignant,Malignant,Malignant,Malignant,Malignant
4504,-0.220646579416438,-0.110519259512025,Malignant,Malignant,Malignant,Malignant,Malignant
4505,-0.161871426306787,-0.138651516353047,Malignant,Malignant,Malignant,Malignant,Malignant
4506,0.232669545512222,0.114842144650868,Malignant,Malignant,Malignant,Malignant,Malignant
4507,0.0119292817728876,1.1181261762146,Malignant,Malignant,Malignant,Malignant,Malignant
4508,0.531996456755643,-0.0995300941921497,Malignant,Malignant,Malignant,Malignant,Malignant
4509,0.436090420633996,0.0419028963385588,Malignant,Malignant,Malignant,Malignant,Malignant
4510,-0.0602210462659202,-0.221998937382375,Malignant,Malignant,Malignant,Malignant,Malignant
4511,-0.123966987708629,-0.220091723878826,Malignant,Malignant,Malignant,Malignant,Malignant
4512,-0.154361009394201,-0.117898307133759,Malignant,Malignant,Malignant,Malignant,Malignant
4513,0.0556042905480153,-0.0698047190944835,Malignant,Malignant,Malignant,Malignant,Malignant
4514,-0.125296695146933,-0.148047961578336,Malignant,Malignant,Malignant,Malignant,Malignant
4515,-0.131126602802345,0.245632407894394,Malignant,Malignant,Malignant,Malignant,Malignant
4516,-0.133693899279296,-0.0751820765281142,Malignant,Malignant,Malignant,Malignant,Malignant
4517,0.0363402035072538,0.72698046775828,Malignant,Malignant,Malignant,Malignant,Malignant
4518,0.595217160842228,-0.0312927940666436,Malignant,Malignant,Malignant,Malignant,Malignant
4519,0.661266345893129,0.347231753680205,Malignant,Malignant,Malignant,Malignant,Malignant
4520,-0.0831255690472424,-0.022502099490518,Malignant,Malignant,Malignant,Malignant,Malignant
4521,-0.083313695043927,-0.166237397011276,Malignant,Malignant,Malignant,Malignant,Malignant
